|land|port|location|city|region|runway|approach|usage|opstatus|coordinates|
|PK|QSP|Qila Sheikhupura|Qila Sheikhupura||-2------|AF|0701|||
|PK|SKT|Sialkot|Sialkot|PB|-234-6--|AI|1407||3230N 07431E|
|PL|ADC|Andrych�w|Andrychow||--3-----|RL|0201||4951N 01920E|
|PL|BRW|Biala Rawska|Biala Rawska|14|--3-----|RL|1301||5148N 02029E|
|PL|BHW|Blachownia|Blachownia|SL|--3-----|RQ|0901||5047N 01858E|
|PL|BOR|Bor�w|Borow|02|--3-----|RQ|1001||5052N 01659E|
|PL|BWC|Buczkowice|Buczkowice|SL|--3-----|RL|0901||4943N 01940E|
|PL|CDL|Chodel|Chodel|06|--3-----|RL|0701||5107N 02208E|
|PL|CSW|Cieszkow|Cieszkow|02|--3-----|RL|1501||5138N 01721E|
|PL|CWO|Czerwonak|Czerwonak|WP|--3-----|RL|0901||5227N 01659E|
|PL|DCE|Dobczyce|Dobczyce||--3-----|RQ|9806|||
|PL|DUB|Dubiecko|Dubiecko|18|--3-----|RL|1201||4949N 02223E|
|PL|GLE|Garbatka-Letnisko|Garbatka-Letnisko|14|-23-----|RL|0407||5130N 02138E|
|PL|GRW|Gniew|Gniew|PM|--3-----|RL|0901||5350N 01850E|
|PL|GRI|Gornica|Gornica|32|--3-----|RQ|0907||5321N 01617E|
|PL|GRN|Gryfino|Gryfino||-23-----|RL|0601||5314N 01429E|
|PL|JBO|Jablonna|Jablonna|30|--3--6--|RL|1201||5213N 01613E|
|PL|JKO|Jastkowice|Jastkowice||--3-----|RQ|9705|||
|PL|JLW|Jodlownik|Jodlownik|02|--3-----|RL|1607||5038N 01636E|
|PL|KIW|Kani�w|Kaniow|24|--3-----|AM|2101||4956N 01903E|
|PL|KIC|Kielczyglow|Kielczyglow|10|--3-----|RL|1207||5114N 01859E|
|PL|KLA|Kobylanka|Kobylanka||--3-----|RQ|0607||5324N 01449E|
|PL|QWK|Konskowola|Konskowola||-----6--|RL|1107||5125N 02203E|
|PL|KTN|Kotlin|Kotlin|30|--3-----|RL|1707||5155N 01739E|
|PL|KNC|Krosnice|Krosnice|02|--3-----|RL|1607||5129N 01721E|
|PL|OZY|Kukinia|Kukinia|32|-----6--|RL|0901||5410N 01546E|
|PL|LSZ|Laszki|Laszki|18|--3-----|RL|1701||5001N 02254E|
|PL|LMA|Limanowa|Limanowa|12|-23--6--|RL|0507||4942N 02026E|
|PL|LWZ|Lowiczek|Lowiczek|04|--3-----|RQ|0901||5245N 01847E|
|PL|LDS|Ludzisko|Ludzisko|04|--3-----|RL|1707||5244N 01810E|
|PL|MGZ|Malogoszcz|Malogoszcz|26|--3-----|RL|1707||5049N 02017E|
|PL|MID|Miedzyzdroje|Miedzyzdroje|32|1-3-----|AI|1301||5356N 01427E|
|PL|8BL|Modlniczka|Modlniczka|12|--3-----|RL|1407||5007N 01952E|
|PL|MYS|Myslakowice|Myslakowice||0-------|RQ|9307|||
|PL|NKZ|Nieszawa|Nieszawa|04|--3-----|RL|1601||5250N 01854E|
|PL|NDG|Nowy Dw�r Gdanski|Nowy Dwor Gdanski|22|--3-----|RL|1401||5413N 01907E|
|PL|OPY|Olpiny|Olpiny|18|--3-----|RQ|0907||4949N 02112E|
|PL|OSD|Osin�w Dolny|Osinow Dolny|32|1-------|AA|1407||5251N 01409E|
|PL|PTE|Papowo Torunskie|Papowo Torunskie|04|--3-----|RL|1707||5305N 01839E|
|PL|PIL|Pila|Pila||0-------|RQ|9307|||
|PL|PBA|Pobiedziska|Pobiedziska|WP|--3-----|RL|0901||5228N 01718E|
|PL|PGO|Potulice|Potulice|04|--3-----|RL|1707||5307N 01742E|
|PL|PRY|Przyszowice|Przyszowice|24|--3-----|RL|1807||5015N 01845E|
|PL|RDM|Radom|Radom||--3-----|RL|9811|QXR||
|PL|RPK|Rog�w Opolski|Rogow Opolski|16|--3-----|RL|1801||5031N 01756E|
|PL|RDU|Rydultowy|Rydultowy|24|--3-----|RL|1307||5004N 01826E|
|PL|SEK|Sep�lno Krajenskie|Sepolno Krajenskie||--3-----|RL|0207||5327N 01731E|
|PL|SSY|Skarszewy|Skarszewy|PM|-23-----|RL|0901||5404N 01827E|
|PL|SUW|Sluchowo|Sluchowo|22|--3-----|RL|1407||5446N 01758E|
|PL|SPT|Spytkowice|Spytkowice|MA|--3-----|RL|0901||4957N 01981E|
|PL|SSZ|Stasz�w|Staszow|26|-23--6--|RL|0501||5033N 02111E|
|PL|SUH|Suchedni�w|Suchedniow|SK|--3-----|RL|0901||5104N 02082E|
|PL|SRY|Swieta Katarzyna|Swieta Katarzyna|26|--3-----|RL|1801||5055N 02053E|
|PL|SMW|Szumowo|Szumowo|20|--3-----|RL|1301||5327N 02310E|
|PL|TEK|Toszek|Toszek|24|--3-----|RL|1707||5027N 01831E|
|PL|TRO|Turobin|Turobin|LU|--3-----|RQ|0901||5050N 02244E|
|PL|WAD|Wadowice|Wadowice||--3-----|RQ|0607||4952N 01929E|
|PL|WCE|Wicimice|Wicimice|32|--3-----|RL|1707||5353N 01523E|
|PL|WSA|Wislica|Wislica|SK|--3-----|RQ|0901||5021N 02041E|
|PL|WLI|Wolin|Wolin|32|123-----|RL|1301||5351N 01437E|
|PL|ZBI|Zabki|Zabki|14|--3-----|RQ|0907||5216N 02106E|
|PL|ZBN|Zbaszyn|Zbaszyn|30|--3-----|RL|1401||5215N 01556E|
|PL|ZLW|Zlotk�w|Zlotkow|30|-23-----|RL|0701||5224N 01807E|
|PR|ANA|Anasco|Anasco||--3-----|RQ|9307|||
|PR|GUO|Guaynabo|Guaynabo||0-------|RQ|9307|||
|PR|PEN|Penuelas|Penuelas||0-------|RQ|9307|||
|PS|BTH|Bethlehem|Bethlehem|BTH|--3-----|RL|1601||3143N 03512E|
|PT|ABQ|Albarraque|Albarraque|11|--3-----|RL|0701||3846N 00921W|
|PT|AJT|Aljustrel|Aljustrel|02|-23-----|RN|0401||3752N 00810W|
|PT|AMI|Amorim|Amorim|13|-23-----|RN|0401||4124N 00845W|
|PT|ATB|Atouguia da Baleia|Atouguia da Baleia|10|--3-----|RN|0401||3920N 00920W|
|PT|BEI|Beijos|Beijos|18|1-3-----|RQ|0901|||
|PT|CAA|Cacia|Cacia|01|--3--6--|RL|0401||4041N 00836W|
|PT|CPH|Carapelhos|Carapelhos|06|--3-----|RL|1501||4026N 00841W|
|PT|CVD|Castelo de Vide|Castelo de Vide|12|-23-----|RN|0401||3925N 00727W|
|PT|CTL|Corotelo|Corotelo|08|--3-----|RL|1807||3708N 00756W|
|PT|PAE|Escap�es|Escapaes||--3-----|RQ|1007||4055N 00831W|
|PT|FAN|Ferreira-a-Nova|Ferreira-a-Nova|06|--3-----|RL|1607||4014N 00844W|
|PT|GAA|Galafura|Galafura|17|--3-----|RL|1601||4111N 00741W|
|PT|JOA|Juromenha|Juromenha||-----6--|RL|1107||3844N 00714W|
|PT|LRS|Loures|Loures|11|--3-----|RL|0401||3850N 00910W|
|PT|MRC|Marco de Canavezes|Marco de Canavezes|13|-23-----|RL|0401||4111N 00809W|
|PT|MCP|Moncarapacho|Moncarapacho|08|--3-----|RL|1501||3705N 00747W|
|PT|NAV|Nariz|Nariz|01|1----6--|RL|1407||4032N 00836W|
|PT|ORQ|Ourique|Ourique|02|--3-----|RN|0401||3739N 00813W|
|PT|PLG|Pelariga|Pelariga|10|-----6--|RQ|1007||3958N 00837W|
|PT|PLM|Ponte do Lima|Ponte do Lima|16|--3-----|RN|0401||4146N 00835W|
|PT|QDS|Quinta Da Sardinha|Quinta Da Sardinha|10|--3-----|RL|1301||3941N 00840W|
|PT|ROL|Roli�a|Rolica|11|--3-----|RL|1601||3919N 00911W|
|PT|SIA|Santa Iria de Azoia|Santa Iria de Azoia|11|-23-----|RL|0601||3851N 00905W|
|PT|SJL|Sao Joao das Lampas|Sao Joao das Lampas|11|-----6--|RL|1407||3852N 00924W|
|PT|SRA|Seroa|Seroa|13|--3-----|RL|1301||4116N 00826W|
|PT|TVO|Taveiro|Taveiro|06|--3-----|RL|1601||4012N 00830W|
|PT|CVL|Unhais da Serra|Unhais da Serra|05|--3-----|RN|0401||4016N 00737W|
|PT|BDB|Vila Boa do Bispo|Vila Boa do Bispo|13|--3-----|RL|1301||4107N 00812W|
|PT|VRL|Vila Real|Vila Real|17|-234----|AI|0401||4118N 00745W|
|PY|AYO|Ayolas|Ayolas||---4----|AI|0001|||
|PY|TPT|Itapua Poty|Itapua Poty|7|--3-----|RL|1501||2637S 05531W|
|PY|PYS|San Pedro de Ycuamandiyu|San Pedro de Ycuamandiyu|2|--3-----|RL|1501||2406S 05705W|
|QA|HMD|BGN/PCGN1956 - HAMAD|BGN/PCGN1956 - HAMAD|WA|1-------|RL|1501||2500N 05137E|
|RE|SSZ|Sainte-Suzanne|Sainte-Suzanne||1-------|RL|1901||2054S 05536E|
|RO|BAC|Bacia|Bacia|HD|--3-----|RL|1301||4548N 02301E|
|RO|BEZ|Bezdead|Bezdead|DB|1----6--|RL|1201||4509N 02531E|
|RO|PHV|Brazii de Sus|Brazii de Sus|PH|--3-----|RL|1707||4452N 02601E|
|RO|CCL|Caracal|Caracal||--3-----|RQ|0607||4407N 02421E|
|RO|CCP|Cocorastii-Capli|Cocorastii-Capli|PH|--3--6--|RL|1007||4504N 02545E|
|RO|CUT|Curtici|Curtici||-2------|AC|8309|||
|RO|DVI|Dumbravita| Timis|Dumbravita| Timis|TM|--3-----|RL|0407||4801N 02627E|
|RO|GGH|Gheorgheni|Gheorgheni|HR|--3-----|RL|0507||4643N 02537E|
|RO|HID|Hida|Hida|SJ|--3-----|RL|0207||4703N 02318E|
|RO|ZUI|Lazuri|Lazuri|DB|1----6--|RL|1107|||
|RO|MAT|Matca|Matca|GL|--3-----|RL|1801||4551N 02732E|
|RO|MUR|Murfatlar|Murfatlar||--3-----|RL|0307||4411N 02825E|
|RO|ORV|Orsova|Orsova|MH|12-----B|AC|1101||4442N 02224E|
|RO|POA|Pietroasa|Pietroasa|BH|--3-----|RL|0507||4635N 02233E|
|RO|RDE|Rediu|Rediu|IS|1----6--|RQ|1007||4654N 02735E|
|RO|STN|S�ntana|Santana|AR|--3-----|RL|1801||4621N 02130E|
|RO|SDM|S�ncraiu de Mures|Sincraiu de Mures|MS|-23-----|RL|0407||4633N 02430E|
|RO|SBC|Subcetate|Subcetate|HR|--3-----|RL|1301||4651N 02526E|
|RO|TSR|Timisoara|Timisoara||---4----|AI|9601|||
|RO|VRI|Vacaresti| Dimbovita|Vacaresti| Dimbovita|DB|--3-----|RL|0407||4451N 02529E|
|RO|VTG|Voiteg|Voiteg||-23-----|RL|0601||4528N 02114E|
|RS|BVO|Bogojevo|Bogojevo||-23-----|RL|0607||4531N 01907E|
|RS|GMI|Gornji Milanovac|Gornji Milanovac||-23-----|RL|0607||4402N 02027E|
|RS|LVC|Leskovac|Leskovac||-23-----|RL|0607||4259N 02157E|
|RS|ONC|Obrenovac|Obrenovac||--3-----|RL|0607||4439N 02012E|
|RS|SIM|Simanovci|Simanovci|VO|--3-----|RL|1301||4452N 02005E|
|RS|VOG|Voganj|Voganj|07|-23-----|RL|0701||4500N 01945E|
|RU|DYR|Anadyr|Anadyr||1--4----|AI|9601|||
|RU|BKH|Bektyashka|Bektyashka||1-------|QQ|8012|||
|RU|BNK|Bronka Port|Bronka Port|SPE|123-----|RL|1701||5955N 02940E|
|RU|CHY|Chusovoy|Chusovoy|PER|--3-----|RL|1801||5817N 05749E|
|RU|POK|Engels|Engels|SAR|1-------|RL|1801||5130N 04607E|
|RU|GKY|Gus Khrustalny|Gus Khrustalny|VLA|-23-----|RL|0701||5536N 04039E|
|RU|KLY|Kalyazin|Kalyazin|TVE|1-------|RQ|0901||5714N 03750E|
|RU|HYR|Khyrov|Khyrov||-2------|QQ|9207|||
|RU|KLT|Koltogorskiye|Koltogorskiye|TOM|1-------|RQ|0901||6040N 07728E|
|RU|RYK|Krasnoturansk|Krasnoturansk|KYA|1-3-----|RL|0901||5419N 09133E|
|RU|KYZ|Kyzyl|Kyzyl||---4----|AI|0001|||
|RU|MQF|Magnitogorsk|Magnitogorsk||---4----|AI|0001|||
|RU|MOR|Morozovsk|Morozovsk|ROS|--3-----|RL|1601||4821N 04149E|
|RU|NEM|Neman|Neman|KGD|-23-----|RL|0901||5502N 02201E|
|RU|NOK|Novotroitsk|Novotroitsk|ORE|-----6--|RQ|1007||5112N 05819E|
|RU|OSS|Ossora|Ossora|KAM|--3-----|RL|1601||5914N 16304E|
|RU|PHK|Petushki|Petushki||--3-----|RL|0201||5554N 03928E|
|RU|PRO|Protvino|Protvino|MOS|--3-----|RL|0701||5451N 03713E|
|RU|SAL|Salavat|Salavat||-23-----|RL|0601||5324N 05553E|
|RU|SRM|Severomorsk|Severomorsk||1-------|QQ|9207|||
|RU|SOK|Solikamsk|Solikamsk||-23-----|RL|0601||5938N 05646E|
|RU|TAM|Taman'|Taman'|KDA|1-------|AA|1101||4513N 03643E|
|RU|THV|Tuchkovo|Tuchkovo|MOS|--3-----|RL|1107||5536N 03628E|
|RU|UZL|Uzlovaya|Uzlovaya||--3-----|RL|0901||5359N 03808E|
|RU|VLK|Volgodonsk|Volgodonsk||---4----|AI|0001|||
|RU|YAB|Yagelnaya Bukhta|Yagelnaya Bukhta||1-------|QQ|9207|||
|RU|ZSK|Zheleznovodsk|Zheleznovodsk|STA|--3-----|RL|1601||4408N 04301E|
|SA|DAW|Ad Dawadami|Ad Dawadami||--3-----|RQ|0901||2430N 04423E|
|SA|HZM|Hazm Al Jalamid|Hazm Al Jalamid||--3-----|RL|0901||3116N 04006E|
|SA|RAR|Ras al Khafji|Ras al Khafji||1-------|QQ|8103|||
|SB|RNA|Arona|Arona|CE|---4----|RL|0907||0913S 16113E|
|SB|NOR|Noro| New Georgia|Noro| New Georgia||1-------|AC|9401|||
|SD|DNX|Dinder|Dinder||---4----|AI|0001|||
|SE|AEL|Aelvsered|Aelvsered|N|--3-----|AA|2107||5714N 01251E|
|SE|ATF|�motfors|Amotfors|S|--3-----|RL|1301||5946N 01222E|
|SE|ASA|Asarum|Asarum|K|--3-----|RL|9307|||
|SE|BTF|Bengtsfors|Bengtsfors|O|1-3-----|RN|9806|||
|SE|BOH|Bohus|Bohus|O|123-----|AA|1601||5751N 01200E|
|SE|BOY|Broaryd|Broaryd|F|--3-----|RL|1301||5707N 01315E|
|SE|DNG|Dingle|Dingle|O|-23-----|RL|0701||5832N 01134E|
|SE|ENA|Eneryda|Eneryda|G|--3-----|RL|9307|||
|SE|FNA|Finja|Finja|M|-23-----|RL|0901||5610N 01341E|
|SE|FRI|Fristad|Fristad|O|--3-----|RL|9307|||
|SE|GNO|Gnosj�|Gnosjo|F|--3-----|RL|9307|||
|SE|GHT|Guldsmedshyttan|Guldsmedshyttan|T|--3-----|RL|1307||5942N 01506E|
|SE|HMD|Hammerdal|Hammerdal|Z|--3-----|RL|0307||6336N 01521E|
|SE|HES|Hestra|Hestra|F|--3-----|RL|0105||5727N 01335E|
|SE|HRN|Horndal|Horndal|W|-23-----|RL|9705|||
|SE|JAT|J�tters�n|Jatterson|H|1-------|AI|9704|||
|SE|KXV|Karlsborg Axelvik|Karlsborg Axelvik|BD|1-------|AA|1601||6548N 02317E|
|SE|KNR|Knared|Knared|N|--3-----|RL|1501||5632N 01319E|
|SE|KVM|Kv�num|Kvanum|O|-23-----|AF|8312|||
|SE|LTP|Liatorp|Liatorp|G|--3-----|RL|2001||5639N 01416E|
|SE|LOM|Lomma|Lomma|M|123-----|AI|9704|||
|SE|MSD|Marstrand|Marstrand|O|1-3-----|AA|1601||5753N 01335E|
|SE|MOF|M�rtfors|Mortfors|H|--3-----|RL|0207||5731N 01627E|
|SE|NOT|Norrsundet|Norrsundet|X|123-----|AA|1601||6057N 01708E|
|SE|OTD|�nnestad|Onnestad|M|--3-----|RL|1301||5603N 01401E|
|SE|OEM|�verum|Overum|H|--3-----|RL|0105|||
|SE|RFS|R�fors|Rofors|T|--3-----|RL|1601||5857N 01437E|
|SE|SMS|Salmis|Salmis|BD|1-------|RL|9811|||
|SE|SPP|Simpevarp|Simpevarp|H|1-------|AA|1601||5725N 01640E|
|SE|SJL|Skogen|Skogen|Z|-----6--|RL|1107||6308N 01621E|
|SE|SLF|Sollefte�|Solleftea|Y|--3-----|RL|9903|||
|SE|SSI|Stora Skedvi|Stora Skedvi|W|--3-----|RL|1607||6024N 01548E|
|SE|SVP|Svappavaara|Svappavaara|BD|--3-----|RL|1307||6739N 02104E|
|SE|TJO|Tollsjo|Tollsjo|O|--3-----|RQ|1001||5748N 01238E|
|SE|TUM|Tumba|Tumba|AB|-23-----|RL|0401||5912N 01749E|
|SE|VAA|V�lberg|Valberg|S|1-3-----|AA|1601||5924N 01310E|
|SE|VXT|V�xtorp|Vaxtorp|N|--3-----|RL|9307|||
|SE|VIV|Vivstavarv|Vivstavarv|X|123-----|AI|9704|||
|SG|TAY|Telok Ayer Basin|Telok Ayer Basin||1-------|QQ|8103|||
|SI|BS4|Bohinjska Bistrica|Bohinjska Bistrica|004|--3-----|RL|1601||4616N 01357E|
|SI|I36|Crni Vrh|Crni Vrh|036|--3-----|RL|1601||4555N 01402E|
|SI|SZN|Dutovlje|Dutovlje|111|--3-----|RL|1601||4545N 01349E|
|SI|HAJ|Hajdina|Hajdina|159|--3-----|RL|1601||4625N 01551E|
|SI|K47|Kobilje|Kobilje|047|--3-----|RL|1601||4641N 01623E|
|SI|KL5|Lesicno|Lesicno|051|--3-----|RL|1601||4606N 01530E|
|SI|ST5|Marjeta na Dravskem Polju|Marjeta na Dravskem Polju|115|--3-----|RL|1601||4627N 01544E|
|SI|HKO|Obrov|Obrov|035|--3-----|RL|1601||4532N 01405E|
|SI|ZP9|Polzela|Polzela|190|--3-----|RL|1601||4617N 01504E|
|SI|RNP|Ribnica na Pohorju|Ribnica na Pohorju|093|--3-----|RL|1601||4632N 01516E|
|SI|SKO|Skocjan|Skocjan|121|--3-----|RL|1601||4554N 01517E|
|SI|SRO|Sromlje|Sromlje|009|--3-----|RL|1601||4559N 01536E|
|SI|TRN|Trnovo|Trnovo|084|--3-----|RL|1601||4558N 01344E|
|SI|VRH|Vrhnika|Vrhnika||--3-----|RL|0201||4558N 01417E|
|SJ|SVE|Sveagruva|Sveagruva||1-------|AA|1601||7751N 01639E|
|SK|BPB|Brezova pod Bradlom|Brezova pod Bradlom||-----6--|RQ|1001||4840N 01732E|
|SK|DZR|Dezerice|Dezerice|TC|--3-----|RL|1601||4846N 01813E|
|SK|GLA|Gelnica|Gelnica||-23-----|RL|0601||4851N 02056E|
|SK|HUL|Hul|Hul|NI|--3-----|RQ|1001||4806N 01816E|
|SK|KLO|Klokocov|Klokocov|ZI|--3----B|AF|9803|||
|SK|KNM|Kysuck� Nov� Mesto|Kysucke Nove Mesto||--3-----|RL|0307||4918N 01847E|
|SK|LMS|Lysa pod Makytou-Strelna|Lysa pod Makytou-Strelna|TC|--3----B|AF|9803|||
|SK|MCK|Mocenok|Mocenok|NI|--3-----|RL|1607||4814N 01756E|
|SK|NVE|Nov� Ves|Nova Ves|TC|--3-----|RL|1301||4902N 01815E|
|SK|POD|Podspady|Podspady|PV|--3----B|AF|9803|||
|SK|RAZ|Raztocno|Raztocno|TC|--3-----|RL|1207||4846N 01846E|
|SK|SNI|Senica|Senica|BC|--3-----|RL|0901||4845N 01912E|
|SK|DF4|Spissk� Stiavnik|Spissky Stiavnik|PV|1-3-----|RL|1401||4900N 02022E|
|SK|TOM|Tom�sov|Tomasov|BL|--3-----|RL|0701||4808N 01720E|
|SK|TVE|Tvrdosovce|Tvrdosovce|NI|--3-----|RL|1401||4806N 01804E|
|SK|VNV|Visnov�|Visnove|ZI|--3-----|RL|1301||4910N 01847E|
|SK|ZKL|Zemianske Kostolany|Zemianske Kostolany|TC|--3-----|RL|1407||4841N 01832E|
|SM|DSS|Domagnano|Domagnano||--3-----|RL|1101||4357N 01228E|
|SN|SMY|Simenti|Simenti||---4----|AI|9601|||
|SO|LGX|Lugh Ganane|Lugh Ganane||---4----|AI|0001|||
|SS|AWE|Aweil|Aweil|BN|--3-----|RL|1307||0846N 02723E|
|SV|EZA|Aguilares|Aguilares|SS|-----6--|RL|0901||1357N 08911W|
|SV|LUN|La Union|La Union||1-------|AI|9401|||
|SV|EZE|Santa Tecla|Santa Tecla|LI|-----6--|RL|0901||1334N 08920W|
|SY|TAO|Tartus Oil Terminal|Tartus Oil Terminal|TA|1-------|RQ|0907||3458N 03553E|
|TD|AJR|Amdjarass|Amdjarass|EE|--3-----|AM|2007||1603N 02250E|
|TD|MOU|Moussoro|Moussoro|KA|--3-----|RL|0901||1339N 01629E|
|TH|BPH|Bang Phli|Bang Phli|11|--3-----|RL|1301||1336N 10043E|
|TH|HDY|Hat Yai International Apt|Hat Yai International Apt|90|---4----|AA|1801||0656N 10024E|
|TH|MEK|Mae Klong|Mae Klong|75|1-------|AA|2107||1322N 09959E|
|TH|PKR|Pak Kret|Pak Kret|12|--3-----|RL|0307||1355N 10030E|
|TH|PPC|Prachuap Port|Prachuap Port|77|1-------|AA|1607||1112N 09935E|
|TH|THS|Sukhothai Apt|Sukhothai Apt|64|---4----|AA|1601||1714N 09949E|
|TJ|DYU|Dushanbe|Dushanbe||---4----|AI|9601|||
|TM|BAH|B�herden|Baherden||-23-----|RL|0501||3826N 05725E|
|TM|TEJ|Tejen|Tejen|A|-23-----|RL|0501||3722N 06029E|
|TN|CHB|Chebba|Chebba|53|1-3-----|RL|0401||3514N 01106E|
|TN|KSH|Ksar Hellal|Ksar Hellal|52|--3-----|RL|1501||3539N 01054E|
|TN|NAB|Nabeul|Nabeul||-23-----|QQ|8103|||
|TO|PAN|Pangai|Pangai||1-------|RQ|9506|||
|TR|ATS|Altinsehir|Altinsehir|34|--3-----|RL|0607||4103N 02845E|
|TR|BBP|Baba Point|Baba Point|17|1-------|RQ|0901||3928N 02604E|
|TR|BBI|Beylerbeyi|Beylerbeyi|34|1-3-----|RL|0407||4103N 02903E|
|TR|BUY|B�y�k�ukur|Buyukcukur|16|1-------|RL|0212||4104N 03558E|
|TR|CNE|Cigne|Cigne|09|0-------|RN|9710|||
|TR|DLV|Dilovasi|Dilovasi|41|0-------|RN|9710|||
|TR|ERN|Erenkoy|Erenkoy|34|--3-----|RN|9710|||
|TR|GEB|Gebze|Gebze|41|123-----|RL|1101||4047N 02925E|
|TR|HAK|Hakkari|Hakkari|30|0-------|RN|9710|||
|TR|IPS|Ipsala|Ipsala|22|--3-----|QQ|8103|||
|TR|KMN|Karaman|Karaman|70|0-------|RN|9710|||
|TR|KOY|Kemerkoy|Kemerkoy||--3-----|RQ|0907||4107N 04046E|
|TR|KUK|K���kk�y|Kucukkoy|34|--3-----|RN|0212||4103N 02854E|
|TR|MAR|Marmara Ereglisi|Marmara Ereglisi|59|0-------|RN|9710|||
|TR|ODE|�demis|Odemis|35|--3-----|RN|0212||3813N 02759E|
|TR|PUR|Pursaklar|Pursaklar|06|--3-----|RL|1307||4001N 03253E|
|TR|SAS|Sasalli|Sasalli|35|--3-----|RL|0701||3829N 02657E|
|TR|SMA|Soma|Soma|45|0-------|RN|9710|||
|TR|TGL|Turgutlu|Turgutlu|45|0-------|RN|9710|||
|TR|YEK|Yenikoy|Yenikoy|41|--3--6--|RQ|1001||4042N 02954E|
|TT|CLA|Claxton Bay|Claxton Bay|CTT|1-3-----|RL|1101||1021N 06128W|
|TT|RCR|Rio Claro|Rio Claro|RCM|--3-----|RL|1501||1018N 06111W|
|TW|GNI|Green Island|Green Island||---4----|AI|0001|||
|TW|SIJ|Sijhih|Sijhih|TPE|--3-----|RQ|0901|||
|TZ|GIT|Geita|Geita||--34----|AI|9601|||
|TZ|MKO|Mkokotoni| Zanzibar|Mkokotoni| Zanzibar||1-------|QQ|8103|||
|UA|ACK|Alchevs'k|Alchevs'k||-----6--|RL|1201||4828N 03847E|
|UA|BUC|Bucha|Bucha||--3-----|RL|0201||5034N 03014E|
|UA|GAY|Gaysin|Gaysin|05|--3-----|RL|1807||4914N 02904E|
|UA|KHM|Khmelnytskyi|Khmelnytskyi|68|--3-----|RL|1707||4925N 02700E|
|UA|ISI|Lisichansk|Lisichansk|09|--3-----|RL|1707||4855N 03824E|
|UA|LAH|Nova Vodolaha|Nova Vodolaha|63|--3-----|RL|2207||4943N 03552E|
|UA|PKL|Prykolotne|Prykolotne|63|--3-----|AM|2201||5010N 03721E|
|UA|SLY|Susly|Susly|18|--3-----|AA|1707||5033N 02737E|
|UA|VYL|Vylkove|Vylkove|51|1-------|RQ|0901||4524N 02935E|
|UG|ULU|Gulu|Gulu||---4----|AI|0001|||
|UG|TRY|Tororo|Tororo||-234----|AI|9501|||
|US|ABR|Aberdeen|Aberdeen|SD|--34----|RL|0401||4527N 09829W|
|US|KUS|Acushnet|Acushnet|MA|--3-----|RL|0901||4140N 07054W|
|US|ADX|Addison|Addison|OH|--3-----|RQ|9307|||
|US|XBL|Agawam|Agawam|MA|--3-----|RQ|9307|||
|US|AHU|Alachua|Alachua|FL|1-3-----|RL|0212||2947N 08229W|
|US|AEL|Albert Lea|Albert Lea|MN|--34----|AI|9601|||
|US|YLF|Alden|Alden|NY|-23-----|RL|0601||4254N 07830W|
|US|UAY|Algiers|Algiers|LA|--3-----|RQ|9307|||
|US|NUS|Allenhurst|Allenhurst|NJ|--3-----|RL|1201||4014N 07400W|
|US|AHA|Aloha|Aloha|OR|--3-----|RQ|9307|||
|US|ZTM|Altamont|Altamont|NY|--3-----|RL|1201||4242N 07402W|
|US|AR2|Alvarado|Alvarado|MN|-----6--|RQ|1007||4811N 09659W|
|US|AML|Amelia|Amelia|VA|--3-----|RQ|9307|||
|US|AMS|Amsterdam|Amsterdam|NY|--3-----|RQ|9307|||
|US|AXZ|Andover|Andover|KS|1----6--|RL|0901||3742N 09708W|
|US|ANM|Anmoore|Anmoore|WV|--3-----|RL|0401||3915N 08017W|
|US|UBN|Antigo|Antigo|WI|--3-----|RQ|9008|||
|US|XAX|Appomattox|Appomattox|VA|--3-----|RQ|9307|||
|US|AKV|Arcola|Arcola|IL|--3-----|RQ|9307|||
|US|ARR|Arleta|Arleta|CA|--3-----|RQ|9307|||
|US|ZRG|Arnegard|Arnegard|ND|--3-----|RL|1501||4748N 10326W|
|US|AS9|Asbury|Asbury|IA|--3-----|RL|1207||4230N 09045W|
|US|ASD|Ashland|Ashland|MA|--34----|RQ|9008|||
|US|AWB|Ashwaubenon|Ashwaubenon|WI|-23-----|RL|0507||4428N 08805W|
|US|ATC|Atherton|Atherton|CA|--3-----|RQ|9307|||
|US|ATK|Atqasuk|Atqasuk|AK|---4----|AI|0001|||
|US|AUB|Auburn|Auburn|NY|--3-----|RQ|9307|||
|US|KAR|Aura|Aura|NJ|-23-----|RL|0701||3940N 07508W|
|US|AOU|Avalon|Avalon|CA|1-3-----|RL|0701||3320N 11819W|
|US|AVK|Avon Lake|Avon Lake|OH|--3-----|RQ|9307|||
|US|BGT|Bagdad|Bagdad|AZ|--34----|RQ|9307|||
|US|KRS|Bakersville|Bakersville|OH|--3-----|RL|0901||4021N 08138W|
|US|BQY|Ballston Spa|Ballston Spa|NY|--3-----|RQ|9307|||
|US|XBQ|Baraboo|Baraboo|WI|--3-----|RQ|9307|||
|US|BA8|Barnstead|Barnstead|NH|--3-----|RL|1207||4320N 07117W|
|US|8TN|Barton|Barton|VT|--3-----|RL|1607||4445N 07211W|
|US|BTS|Batesville|Batesville|AR|--3-----|RL|0307||3546N 09138W|
|US|YBZ|Bay City|Bay City|WI|123-----|RL|0701||4436N 09227W|
|US|B3A|Bayview|Bayview|CT|--3-----|RL|1301||4112N 07301W|
